file_id;model_name;sdr;emb_mse_mert_df;DMOS;singmos;emb_mse_music2latent_df
fileid_30;sgmsvs;4.515020807288567;0.12006;2.9166666666666665;3.589775323867798;0.2563
fileid_14;melroformer_bigvgan;-12.400869056379053;0.1166;3.25;3.099313259124756;0.4148
fileid_22;sgmsvs;6.3738440211528165;0.08655;2.5833333333333335;3.077918529510498;0.2876
fileid_38;melroformer_large;9.903661335804296;126;2.75;3.3086259365081787;271
fileid_24;htdemucs;5.44298070724849;0.0901;2.8333333333333335;3.1852948665618896;0.1659
fileid_32;melroformer_large;10.676208985088875;0.0662;3.75;3.274326801300049;98
fileid_31;htdemucs;11.026664491386173;0.07947;2.5;4.000982284545898;0.1678
fileid_27;melroformer_bigvgan;-7.4258649144091216;0.2334;2.4166666666666665;3.133871555328369;0.3845
fileid_49;melroformer_bigvgan;-4.347832110430918;0.0891;3.8333333333333335;3.1647531986236572;563
fileid_15;sgmsvs;4.044340043732094;0.1097;3.0;3.302248954772949;0.3972
fileid_13;melroformer_small;10.121873100936297;0.0625;3.3333333333333335;4.4994659423828125;127
fileid_41;melroformer_small;5.259062858162254;0.1539;1.0833333333333333;3.120365858078003;0.5435
fileid_18;htdemucs;8.421103559031932;0.1063;1.8333333333333333;3.1598217487335205;0.2864
fileid_43;melroformer_small;13.115618868518728;0.1285;2.5833333333333335;3.4381768703460693;0.1855
fileid_22;melroformer_large;11.265082495862156;0.0542;3.4166666666666665;3.303799867630005;0.1696
fileid_47;melroformer_small;9.963581099460503;0.07007;3.0;2.7870218753814697;182
fileid_9;htdemucs;7.365580735461715;0.1594;1.3333333333333333;3.012327194213867;0.7314
fileid_20;melroformer_bigvgan;-7.7490343479083155;0.09247;2.3333333333333335;2.989564895629883;0.8413
fileid_25;htdemucs;12.268053171221446;95;1.9166666666666667;3.545610189437866;0.1412
fileid_22;melroformer_bigvgan;-13.200414455918388;0.09106;3.25;2.9378368854522705;0.51
fileid_45;sgmsvs;0.7955343884027519;0.1971;1.9166666666666667;2.1637983322143555;0.4592
fileid_47;htdemucs;8.02300867198321;0.0756;2.25;2.747641324996948;0.2637
fileid_5;melroformer_bigvgan;-7.475946154144609;0.09766;2.9166666666666665;4.132043361663818;408
fileid_45;melroformer_large;4.68198084051222;0.1592;2.25;2.4264397621154785;0.3174
fileid_39;htdemucs;11.42698589997793;0.07544;3.1666666666666665;3.7781307697296143;137
fileid_3;sgmsvs;9.3763816535942;0.04996;4.25;3.1610279083251953;0.1528
fileid_36;htdemucs;-1.1422824888611662;0.2085;1.0833333333333333;3.0354433059692383;0.8867
fileid_16;melroformer_bigvgan;-17.14735043820878;125;3.25;2.980490207672119;325
fileid_7;melroformer_bigvgan;-6.526585866278971;0.11957;3.75;3.9049034118652344;0.3591
fileid_39;melroformer_large;16.38013751544687;0.04474;4.333333333333333;4.097129821777344;0.0751
fileid_8;melroformer_small;5.799441715317759;0.1414;2.1666666666666665;2.518425941467285;0.3801
fileid_4;melroformer_large;15.73519266921138;0.06003;3.9166666666666665;4.449648380279541;108
fileid_20;htdemucs;8.00502183012347;0.0939;2.5;3.3707633018493652;0.3652
fileid_36;sgmsvs;-3.160578634243893;251;1.0;3.562634229660034;1.67
fileid_19;melroformer_bigvgan;-9.90736030088727;0.09174;3.5833333333333335;3.793444395065307;0.3826
fileid_48;sgmsvs;3.0121331677392673;0.11475;3.75;2.793515682220459;361
fileid_34;melroformer_bigvgan;-6.825883173643206;0.07965;4.0;4.052305221557617;0.3516
fileid_2;melroformer_bigvgan;-4.316591624382595;0.08887;4.083333333333333;4.085554599761963;0.3535
fileid_36;melroformer_large;4.61553316335933;0.1079;2.8333333333333335;2.6094634532928467;0.2793
fileid_38;sgmsvs;5.542422516800244;0.1458;2.9166666666666665;2.956623792648315;0.2458
fileid_2;htdemucs;12.151662450764562;0.0989;2.3333333333333335;3.746156930923462;0.2566
fileid_28;melroformer_large;-0.5792201877039621;0.10516;3.0833333333333335;2.8676280975341797;0.3342
fileid_34;melroformer_small;12.73063984976607;0.0742;2.8333333333333335;4.0514116287231445;0.1936
fileid_35;melroformer_small;9.478182829735989;0.06946;3.5833333333333335;3.3847036361694336;0.2145
fileid_9;sgmsvs;4.018059328824908;0.1772;2.0;3.3291690349578857;825
fileid_8;htdemucs;4.8291845548790056;0.1445;1.6666666666666667;2.3992760181427;0.4094
fileid_43;melroformer_bigvgan;-2.7550845694374355;0.1289;3.1666666666666665;3.250736713409424;0.2866
fileid_20;melroformer_small;9.194302991697429;0.08405;2.1666666666666665;3.0503413677215576;0.4753
fileid_16;melroformer_large;7.5131513094764815;0.11444;2.6666666666666665;2.9350852966308594;0.2686
fileid_31;sgmsvs;9.0911110192273;0.0907;2.5;3.887576103210449;0.1777
fileid_28;melroformer_small;-1.727163478659929;0.1306;1.6666666666666667;2.0659873485565186;0.3862
fileid_38;melroformer_small;7.415197033695817;0.1539;2.1666666666666665;2.997171401977539;0.3076
fileid_23;sgmsvs;13.390160891912268;0.0551;3.6666666666666665;4.263631343841553;0.1475
fileid_47;melroformer_large;11.914470713971282;0.04138;3.9166666666666665;3.139465808868408;0.1022
fileid_24;sgmsvs;5.290091473667243;0.09985;3.0833333333333335;3.637010335922241;0.11975
fileid_28;htdemucs;-20.625838742958237;0.2377;1.5;2.920551300048828;634
fileid_41;sgmsvs;1.3859802732809894;0.1407;2.0;2.908438205718994;577
fileid_49;htdemucs;9.2844060653;109;1.9166666666666667;3.252157926559448;0.3499
fileid_19;melroformer_large;16.220043277603043;0.03317;3.8333333333333335;3.9421050548553462;0.06238
fileid_48;melroformer_small;5.882544424819603;0.1025;2.5;2.864859819412231;0.4387
fileid_26;melroformer_small;15.997224137197904;0.05478;4.083333333333333;4.534161567687988;0.1125
fileid_25;sgmsvs;14.03449161625221;0.0793;4.0;4.250358581542969;0.0896
fileid_3;melroformer_large;17.75300251322824;0.02786;3.75;2.9348666667938232;0.04883
fileid_1;melroformer_large;10.199914154130871;0.05365;3.6666666666666665;3.4407734870910645;0.1198
fileid_3;htdemucs;9.000962297829792;77;1.8333333333333333;2.749159336090088;0.1642
fileid_31;melroformer_large;18.128124434357;0.0315;3.75;3.963125944137573;0.05826
fileid_42;sgmsvs;8.504191430734952;92;4.666666666666667;3.8982596397399902;0.1346
fileid_25;melroformer_bigvgan;-1.8289087370520347;0.09015;4.083333333333333;3.5935873985290527;0.2874
fileid_30;melroformer_small;5.695230216089082;0.1195;2.1666666666666665;3.1525721549987793;0.2822
fileid_17;sgmsvs;19.52138611710727;0.05887;4.416666666666667;3.6477468013763423;0.1313
fileid_27;melroformer_large;-1.314262663855912;0.1941;1.0;2.7300772666931152;417
fileid_27;melroformer_small;5.156892820120937;0.2148;1.8333333333333333;2.963338851928711;0.4204
fileid_4;sgmsvs;10.590787285826131;0.06793;3.5833333333333335;4.301751136779785;0.1769
fileid_30;melroformer_bigvgan;-13.01794102288743;0.1305;3.0;2.9046103954315186;0.5107
fileid_3;melroformer_small;11.536869823215328;0.0504;3.0833333333333335;3.028132438659668;99
fileid_15;melroformer_small;8.330552325869256;0.0874;2.75;3.615932703018189;0.1433
fileid_11;htdemucs;2.385866789713083;0.1881;1.4166666666666667;2.8310248851776123;959
fileid_35;melroformer_large;12.73025261066187;0.0448;4.0;2.8043665885925293;0.12146
fileid_8;melroformer_bigvgan;-13.306830271922276;0.1405;2.8333333333333335;2.6167049407958984;0.5166
fileid_6;htdemucs;0.7642088941169501;193;1.0;2.880341053009033;751
fileid_10;sgmsvs;18.77355452637873;0.01637;4.833333333333333;4.800604343414307;0.03387
fileid_14;htdemucs;3.1816113081511848;0.1434;1.5833333333333333;3.2517809867858887;0.3445
fileid_30;melroformer_large;8.687155019367975;0.0739;3.4166666666666665;3.743039608001709;0.1658
fileid_17;htdemucs;18.447669055134288;0.07245;2.5833333333333335;4.021915435791016;0.2062
fileid_23;htdemucs;10.32250169851326;0.09625;2.3333333333333335;3.6200315952301025;0.2045
fileid_17;melroformer_small;20.131133473677632;0.0628;3.75;4.042693138122559;0.1389
fileid_42;melroformer_large;12.698252966905615;0.08813;4.25;3.930631399154663;0.1244
fileid_2;sgmsvs;13.191331145152908;0.07654;3.3333333333333335;3.992565393447876;0.2091
fileid_33;melroformer_small;12.820360404687198;0.06445;3.0;3.764517307281494;0.0912
fileid_31;melroformer_bigvgan;-8.200194395948014;0.07513;3.6666666666666665;3.6369943618774414;407
fileid_30;htdemucs;4.81195114591457;135;1.6666666666666667;3.2757840156555176;0.2778
fileid_29;melroformer_small;10.280656094281245;0.1153;2.5833333333333335;3.77911639213562;0.3137
fileid_11;sgmsvs;0.7140649743568795;0.1862;1.3333333333333333;2.780362844467163;1.052
fileid_18;melroformer_bigvgan;-7.636087709142996;0.10846;3.4166666666666665;3.1499836444854736;0.4827
fileid_7;sgmsvs;9.763725727921756;0.11176;3.0;4.0674729347229;0.2085
fileid_22;melroformer_small;8.136226227204729;0.0765;2.6666666666666665;3.189329147338867;0.27
fileid_21;melroformer_large;17.39368926945583;0.05258;3.1666666666666665;3.1779305934906006;106
fileid_29;melroformer_bigvgan;-10.089981277781757;0.1228;2.6666666666666665;3.4726369380950928;0.4434
fileid_1;sgmsvs;5.837916636655626;0.0867;3.25;3.7364425659179688;231
fileid_45;melroformer_bigvgan;-14.920510017379907;0.17;3.4166666666666665;2.450157165527344;0.3188
fileid_34;sgmsvs;11.745353027004242;0.08044;2.9166666666666665;3.996893167495727;0.2502
fileid_18;sgmsvs;7.285137770768232;0.09845;3.8333333333333335;3.184196710586548;275
fileid_34;htdemucs;11.58827570418824;0.09143;1.5;3.6878931522369385;0.2394
fileid_37;melroformer_bigvgan;-12.1710883087879;0.1484;2.5;3.035322904586792;594
fileid_11;melroformer_bigvgan;-5.963372967958468;0.1848;2.5;3.051846981048584;0.8105
fileid_1;melroformer_small;8.057429202415477;0.0736;2.8333333333333335;3.471544027328491;0.1704
fileid_13;melroformer_large;13.033550709092978;0.04495;3.75;4.381422519683838;97
fileid_19;htdemucs;7.748641801158148;0.11;1.5833333333333333;3.940976142883301;0.2817
fileid_46;melroformer_bigvgan;-5.373811840588319;0.1189;3.8333333333333335;4.024448394775391;365
fileid_9;melroformer_large;9.353625653003071;0.1209;1.5833333333333333;2.832392930984497;343
fileid_29;melroformer_large;12.96696630134772;0.0978;3.3333333333333335;3.818797826766968;249
